xUTM,yUTM,Forest,Bird,Zones
1393511.589,12188202.87,8463,0.680917704,8
1473511.589,12198202.87,8469,0.693147181,8
1403511.589,12128202.87,8478,0.556290265,8
1393511.589,12148202.87,8480,0.792236574,8
1433511.589,12168202.87,8482,0.348309047,8
1283511.589,12258202.87,8498,0.639081626,8
1413511.589,12178202.87,8506,0.542324291,8
1463511.589,12158202.87,8518,0.812409122,8
1563511.589,12108202.87,8535,0.849590944,8
1473511.589,12088202.87,8544,0.801360124,8
1523511.589,12108202.87,8558,0.631271777,8
1583511.589,12088202.87,8565,0.341751136,8
1513511.589,12048202.87,8575,0.709674843,8
1423511.589,12178202.87,8582,0.864997437,8
1473511.589,12098202.87,8585,0.356673944,8
1563511.589,12078202.87,8599,0.384411699,8
1503511.589,12138202.87,8611,0.441835609,8
1273511.589,12268202.87,8623,0.542324291,8
1473511.589,12108202.87,8632,0.392042088,8
1203511.589,12068202.87,8637,0.472082716,8
1503511.589,12098202.87,8638,0.393041588,8
1543511.589,12078202.87,8640,0.470003629,8
1413511.589,12128202.87,8649,0.639081626,8
1393511.589,12158202.87,8658,0.470003629,8
1513511.589,12078202.87,8661,0.217061091,8
1433511.589,12108202.87,8662,0.451986033,8
1443511.589,12178202.87,8663,0.622531565,8
1443511.589,12028202.87,8683,0.723918839,8
1463511.589,12198202.87,8686,0.751416089,8
1543511.589,12108202.87,8711,0.77126496,8
1543511.589,12098202.87,8719,0.503105903,8
1453511.589,12168202.87,8728,0.78845736,8
1583511.589,12098202.87,8732,0.438254931,8
1403511.589,12188202.87,8747,0.167055623,8
1463511.589,12188202.87,8764,0.643552443,8
1493511.589,12138202.87,8769,0.587786665,8
1413511.589,12118202.87,8772,0.616309332,8
1433511.589,12138202.87,8780,0.603534241,8
1333511.589,12218202.87,8782,0.631271777,8
1413511.589,12108202.87,8798,0.620716263,8
1433511.589,12198202.87,8800,0.693147181,8
1463511.589,12088202.87,8803,0.325425734,8
1503511.589,12068202.87,8808,0.419854417,8
1493511.589,12098202.87,8836,0.54522705,8
1513511.589,12088202.87,8850,0.422859609,8
1493511.589,12168202.87,8850,0.611801541,8
1413511.589,12188202.87,8852,0.310157595,8
1453511.589,12108202.87,8865,0.916290732,8
1333511.589,12228202.87,8870,0.744970834,8
1453511.589,12138202.87,8871,0.6486936,8
1573511.589,12098202.87,8871,0.837429326,8
1463511.589,12118202.87,8876,0.287679572,8
1463511.589,12148202.87,8883,0.441835609,8
1513511.589,12118202.87,8892,0.863493149,8
1593511.589,12098202.87,8898,0.348309047,8
1513511.589,12068202.87,8910,0.3074847,8
1503511.589,12078202.87,8912,0.433637837,8
1423511.589,12188202.87,8936,0.245124197,8
1483511.589,12108202.87,8937,0.361011527,8
1523511.589,12098202.87,8938,0.430781916,8
1423511.589,12108202.87,8944,0.470003629,8
1543511.589,12088202.87,8951,0.379490674,8
1533511.589,12078202.87,8960,0.3074847,8
1343511.589,12158202.87,8971,0.254231281,8
1503511.589,12178202.87,8972,0.523248144,8
1513511.589,12038202.87,8975,0.712949808,8
1423511.589,12198202.87,8985,0.635989355,8
1453511.589,12178202.87,8989,0.581919487,8
1593511.589,12088202.87,9000,0.448952348,9
1383511.589,12148202.87,9006,0.518793793,9
1443511.589,12158202.87,9038,0.693147181,9
1493511.589,12188202.87,9076,0.626457013,9
1513511.589,12178202.87,9077,0.231111721,9
1553511.589,12108202.87,9097,0.479570223,9
1453511.589,12188202.87,9106,0.336472237,9
1413511.589,12168202.87,9120,0.476923382,9
1483511.589,12148202.87,9143,0.553384988,9
1493511.589,12178202.87,9170,0.550044414,9
1483511.589,12178202.87,9187,0.287679572,9
1493511.589,12148202.87,9187,0.715617814,9
1373511.589,12158202.87,9219,0.405465108,9
1503511.589,12168202.87,9242,0.992128921,9
1413511.589,12148202.87,9285,0.503105903,9
1443511.589,12168202.87,9311,0.518793793,9
1463511.589,12168202.87,9358,0.785926889,9
1453511.589,12098202.87,9360,0.510827624,9
1473511.589,12188202.87,9374,0.887302607,9
1473511.589,12178202.87,9494,0.448026389,9
